place_id,place_name,review_rating,review_text,review_language,review_time,relative_time_description,author_name
ChIJn4ljDdGp2EcRm1z7Y4fwR6g,Costa Coffee,4,I had Cinnamon Bun with my Tea. Just didn't like it so much may be the reason there are so many fresh and hot pastries  are available in Blackheath cafes. Big competition on pastries side...,en,1758830655,4 months ago,Shveta N
ChIJn4ljDdGp2EcRm1z7Y4fwR6g,Costa Coffee,4,Would've been 5 stars but toilet is revolting- hasn't been introduced to bleach in years. Staff member could've been deep cleaning it rather than standing vaping outside!,en,1752066321,7 months ago,Diane Jones
ChIJn4ljDdGp2EcRm1z7Y4fwR6g,Costa Coffee,1,"Staff friendly and welcoming, they truly are.
Costa of coffee and food is now so over priced just not worth going.  Alas another company that has lost the plot.
£5.00+ for a coffee.....seriously!!!
Goodbye",en,1756660693,5 months ago,J H
ChIJn4ljDdGp2EcRm1z7Y4fwR6g,Costa Coffee,2,Typical Costa experience - no filter coffee or cold brew. Bathroom is cramped and very dirty and their delivery is left on the customer tables.,en,1536413343,7 years ago,Ryan Szanyi
ChIJW4udnPQCdkgRnGAeYLBwhfo,Costa Coffee,5,"Went for a coffee for the first time the other day. Was very pleased as it was almost empty. Staff was pleasant and friendly. I went and sat in the area near the loo, had a great view of the rain outside. Was happy and enjoyed my flat white..would definitely recommend it,..",en,1552800198,6 years ago,R Goshawk
ChIJW4udnPQCdkgRnGAeYLBwhfo,Costa Coffee,1,"This particular Costa is extremely dirty and the staff are inexperienced... The toilet did not have any toilet paper and the floors were wet. The staff didn't know  if they would accept Amex as a payment method, also the plugs were out of order.",en,1745069438,9 months ago,Bobi Stoqnov
ChIJW4udnPQCdkgRnGAeYLBwhfo,Costa Coffee,5,A hidden Costa! Even living in the area for a while I did not know the Costa was located by one of the main Squares in Deptford. A short walk from the rail station and next to the High Street. Inside the shop is large consisting of the main service area and two seating areas. Range of seating from comfy chairs to high bar by the window for a quick break. Outdoor seating under awning dependant on weather. Standard Costa offering with the fridge well stocked and baked goods. WiFi on offer and mobile signal works well. Toilet is under a passcode so need to ask the staff for access. Over the years the service always pleasant and the shop is clean in good condition.,en,1697818150,2 years ago,K
ChIJW4udnPQCdkgRnGAeYLBwhfo,Costa Coffee,2,"It was okay but our orders are usually getting messed up, weve given it a few opportunities but decided no more. I've asked for frappes and paid extra for coffee in it - no coffee put in. I've asked for alternative milk - wasn't done. The coffee wasn't tasting right.

Recently they hired a trainee which i thought awesome but I was concerned to walk in the last time and find that she was serving all drinks alone with no supervision.
Understandably at some point that is fine but she was still in training which means she should not be. The drink wasn't what I had ordered but she was on her own and thats not her fault.",en,1752145179,7 months ago,Drew A
ChIJW4udnPQCdkgRnGAeYLBwhfo,Costa Coffee,5,"Excellent and Hard working staff. I have been here often to relax and have a good cup of coffee, and the staff never disappoint. They have many choices of food. Good place to rest, re-energise and recuperate. Keep up the good work!!!",en,1741555954,11 months ago,Pete Robinson
ChIJEfz3s0Co2EcRf16Y1uxXXR4,Costa Coffee,5,"Convenient location- Charlton Shopping- in the Next store- first floor. Easy signage. Loads of seating space, and a good clean vibe.
The staff were friendly and smiling.
Big windows all around- so it is brilliant location on the days we have lovely weather.
And ofcourse free parking at the Charlton Retail Park.",en,1711130769,a year ago,Navdeep Dhillon
ChIJEfz3s0Co2EcRf16Y1uxXXR4,Costa Coffee,4,"Located conveniently at Charlton Shopping, inside the Next store on the first floor with clear signage. Plenty of comfortable seating and a fresh, clean atmosphere. The friendly staff are always smiling. Big windows surround the space, making it perfect for sunny days. Plus, there's free parking available at Charlton Retail Park.",en,1763589455,2 months ago,Kue Et Takahashi
ChIJEfz3s0Co2EcRf16Y1uxXXR4,Costa Coffee,5,"It is a decent size coffee shop, with a balanced environment. There were enough comfortable sitting spaces inside the next shop with wide outside view. The decor of the shop is stand. It is a great place to hang out with alone, friends, family or colleagues in between the shopping. The stuffs were helpful, kind and welcoming. I had the chocolate coffee latte, enjoyed it!",en,1659570593,3 years ago,Dr Uma Ema
ChIJEfz3s0Co2EcRf16Y1uxXXR4,Costa Coffee,5,"It's on the top floor of a clothing store (Next) which seems like an odd place to put a coffee shop. But I dunno, it kinda works.",en,1707736612,a year ago,Bunmi Hazzan
ChIJEfz3s0Co2EcRf16Y1uxXXR4,Costa Coffee,1,Had the worst stomach ache and vomiting and spent hours in the loo all because of this Costa coffee got the chocolate frappe and I’ll never again do that.,en,1761388772,3 months ago,B Khanom
ChIJt7dFryyp2EcRRvZuHCO9sK4,Costa Coffee,4,This Costa is located inside the cinema entrance to the left. Staff were really friendly and helpful. It wasn’t busy so was nice without too much commotion.,en,1708170723,a year ago,C P
ChIJt7dFryyp2EcRRvZuHCO9sK4,Costa Coffee,5,"Kiah the barista was absolutely amazing, very knowledgeable. She was running the whole place herself and doing an amazing job!
She deserves a raise!",en,1722358467,a year ago,Huong Lee
ChIJt7dFryyp2EcRRvZuHCO9sK4,Costa Coffee,5,Its located inside Odeon Cinema. Its a little store but its just nice that you have options to buy coffee or pastries here.,en,1691235021,2 years ago,Laura Litam
ChIJt7dFryyp2EcRRvZuHCO9sK4,Costa Coffee,4,"Nice little Costa inside the Odeon cinema, perfect to grab a tea or coffee before a screening. It has seats and armchairs and it's not usually too busy so it's great. Maybe they could just make it brighter inside as the lights are a bit dim, but it's ok. It closes at 7pm.",en,1682870819,2 years ago,Marta Napoleoni
ChIJt7dFryyp2EcRRvZuHCO9sK4,Costa Coffee,2,"Rude server, got my order wrong and gave me a look when I told her that. Said the costa reward doesn't work in this shop. Didn't tell us when our drinks were ready. Ruined the experience for catching up with friends.",en,1750612203,7 months ago,Kabita Pathak
ChIJf-IbUDOp2EcRufPi4HEJBu0,Costa Coffee,5,"Lovely experience at Costa Coffee! I ordered a small hot chocolate, but the portion was surprisingly generous, much more than I expected for a small size. The taste was rich, warm, and comforting, and I really loved the quantity they served. Perfect for a cozy treat!",en,1769130265,2 weeks ago,Arya Ajith
ChIJf-IbUDOp2EcRufPi4HEJBu0,Costa Coffee,5,"The cappuccino is very good (I’m Italian).
The staff is very friendly and smiling .
Very clean ,toilet inside , wheelchair accessible . Mobile Charger Wireless.
In front of Mark and Spencer, 30 seconds from Sainsbury’s .",en,1741246448,11 months ago,Dario Ferro
ChIJf-IbUDOp2EcRufPi4HEJBu0,Costa Coffee,5,"I love coming here in the morning for an oat flat White. The service and atmosphere are so lovely. I always see staff welcoming with a smile and positive attitude, and it is a big pleasure to see through the large Window walls how the surrounding world wakes up in the early mornings, with a book in hands and a cup of creamy and comforting coffee.",en,1765308151,2 months ago,Antonina Plytchuk
ChIJf-IbUDOp2EcRufPi4HEJBu0,Costa Coffee,5,"Good drinks
Lemon muffin & blue
Super drinks
Super service by the blonde lady on Saturday evening @around 5/6pm
Very helpful with my orders
African lady very plight with greet& meet& bye!! Only problem slightly tables are messy but then again a lot of trade and mums with kids so all good
Large spacious area for seating inside and out
Free electric top up/parking",en,1742728446,10 months ago,RayRay
ChIJf-IbUDOp2EcRufPi4HEJBu0,Costa Coffee,5,"The staff here are so so wonderful, the cafe is always clean and coffees are excellent. HQ need to support them with the constant thieves who come in and steal things..",en,1769333135,2 weeks ago,Charlotte Hopkins
ChIJR_k9nOcRdkgRpwraz5P5xG0,Costa Coffee,5,"Costa Coffee – North Acton
Stopped by Costa Coffee in North Acton and got a free cake for my birthday — such a nice surprise..
Great coffee, friendly staff, and an awesome way to start the day.",en,1762929100,2 months ago,Juris Smagars
ChIJR_k9nOcRdkgRpwraz5P5xG0,Costa Coffee,5,"I have a severe nut allergy and Kasia took her time and went above and beyond to ensure that I was being looked after. I wanted to personally write this review because this is the standard that all companies should strive for. It was something as small as tea but she took her time, was persistent and made sure I was being looked after despite the shop being extremely busy. Please give this woman a raise or promotion!  I am so serious. I'm not even a huge fan of Costa or of Coffee shops in general but the customer service there is unmatched. There are so many huge companies in London who thrive on purely making profits but forget the essence of simple care and interaction and making customers feel heard and seen.",en,1764840185,2 months ago,Lu Ash
ChIJR_k9nOcRdkgRpwraz5P5xG0,Costa Coffee,4,"A pleasant, spacious and bright Costa outlet, with excellent service and kept very clean.  The only criticism I have, which takes the rating down by one star, is the wi-fi which you cannot connect to automatically but have to ask the staff for a one hour password.  I have never seen this in any other Costa.",en,1749321191,8 months ago,David W
ChIJR_k9nOcRdkgRpwraz5P5xG0,Costa Coffee,1,"Bad service, mid coffee.

Staff kept pursuing me to buy the food even I had clearly stated several times that I only wanted a drink. After multiple failed attempts to sell me food, staff attitude turned really bad. When I got my COLD drink and asked for a straw, they refused to give it to me and said ‘you don’t need a straw for that.”",en,1765247307,2 months ago,Very Kene
ChIJR_k9nOcRdkgRpwraz5P5xG0,Costa Coffee,5,Svitlana and Honey are amazing baristas and workers in general. Everytime I come to this place I always see them very active nonstop. Well done!,en,1763488522,2 months ago,A K
ChIJ5xqZJxsOdkgRP0WPE-exqeA,Costa Coffee,5,"I had a wonderful experience at Costa Coffee Acton Central, and it continues to be one of my favorite coffee shops in the area. On my most recent visit, I ordered a hot chocolate, and it was absolutely delicious. It was rich, smooth, and perfectly balanced not too sweet and not too heavy. Every sip was comforting and clearly made with care. It was exactly the kind of drink you want when you’re looking to relax or treat yourself, and it tasted consistently amazing from start to finish. What truly makes this Costa stand out, however, is the staff. Every time I visit, I am welcomed with warm smiles and friendly attitudes. The team is incredibly kind, polite, and genuinely welcoming, which makes a big difference in the overall experience. They take the time to listen to your order, are patient, and always make you feel valued as a customer. Their positive energy really brightens the atmosphere and makes the shop feel inviting and comfortable. Another thing worth mentioning is how clean and well maintained this Costa Coffee is. The shop is always spotless whenever I visit, from the counters to the seating areas. Tables are cleared promptly, and the whole place feels fresh, organized, and pleasant. It’s clear that cleanliness is a top priority for the team, which makes it an even more enjoyable place to sit and enjoy a drink.
Overall, Costa Coffee Acton Central offers excellent service, a welcoming environment, and consistently great drinks. The yummy hot chocolate, friendly staff, and clean surroundings make it a place I’m always happy to return to. I highly recommend it to anyone looking for a cozy spot with great service and delicious drinks.",en,1767538511,a month ago,Mohammad Mohsin Phalgaroo
ChIJ5xqZJxsOdkgRP0WPE-exqeA,Costa Coffee,5,"The quality is what you would expect from any Costa Coffee,croissants, toast, etc.
The cappuccino is good, with the perfect temperature.
The staff is very kind and smiling, which is not something you can take for granted at 6:30 in the morning.
The place is very spacious, with lots of light and background music that isn’t too loud. It’s a suitable environment for meeting friends, studying, and perfect for early workers,many of whom are regulars at this Costa.
The environment is very clean and also suitable for those who unfortunately need to use a wheelchair.
There is an internal restroom accessible to people with disabilities as well.",en,1754633546,6 months ago,Dario Ferro
ChIJ5xqZJxsOdkgRP0WPE-exqeA,Costa Coffee,2,"I especially bought your signature coffee. OK, we understand that you have terrible coffee in these kinds of chain coffee shops, but also, your toilets are very dirty. They are literally the perfect place to catch a disease. I don't share photos here. Because I don't want to make anyone sick.",en,1762182601,3 months ago,Ummuhan Capraz
ChIJ5xqZJxsOdkgRP0WPE-exqeA,Costa Coffee,3,"A busy Costa outlet on Acton High Street, with a spacious seating area.  I thought a little more effort could have been put into the presentation of my coffee and toasted sandwich, as the coffee cup was not full and the toasted sandwich was only toasted on one side.",en,1761159182,3 months ago,David W
ChIJ5xqZJxsOdkgRP0WPE-exqeA,Costa Coffee,1,"Staff were friendly and efficient. Good upselling too.
The iced matcha was horrible. Not even premixed and a horrible flavour for £5 just for a medium
The lemon drizzle cake was tasteless with a hint if lemon only
The hot chocolates are just laden in sugar.

Ill never return to costa for their overpriced drinks and the loitering men who sit outside smoking all day. I miss the Starbucks that closed down at least they had some class and better presentation",en,1765212923,2 months ago,The Operatic Physio
ChIJKfc-BLQPdkgRGJYqeBKt9KE,Costa Coffee,1,"I’m extremely disappointed with my recent visit to one of your branches. I ordered my usual coffee frappe with cream on top, along with an iced whipped white chocolate latte. From the moment I walked in, the service was cold and unwelcoming. The barista barely acknowledged me, and their colleague looked visibly annoyed to be preparing the drinks.

When the order arrived, the iced latte was incredibly watery, and the cream on the frappe was curdled and sour. I asked for them to be remade, and instead of apologizing, the staff told me they had run out of whole-fat milk and used skimmed milk—without informing me beforehand. That’s not acceptable.

We then asked for two coffee frappes instead, but they were made carelessly. Both were overloaded with ice, lacked the smooth texture frappes are supposed to have, and tasted off. We only drank them to take a photo and show how poorly they were made.

This is my regular drink, and I’ve never had such a bad version of it. Between the poor service, lack of transparency, and terrible drink quality, this visit was a complete letdown.",en,1758898926,4 months ago,pr spn
ChIJKfc-BLQPdkgRGJYqeBKt9KE,Costa Coffee,5,Great service and very friendly staff. The quality of the food is good and the seating area is really nice and comfortable. Central Cafe in Bognor Regis has a lovely atmosphere and is a great place to relax and enjoy a Coffee ☕️.,en,1768143572,4 weeks ago,hafiz nadeem
ChIJKfc-BLQPdkgRGJYqeBKt9KE,Costa Coffee,1,"I’ve been coming to this Costa since it first opened, but sadly it has become more and more unwelcoming over the years. The management seems focused on every single penny rather than the customer experience.

For example, I’ve seen staff refuse something as basic as a straw unless asked repeatedly — with responses like “you can sip from the cup” instead of just providing what the customer needs. I’ve also witnessed vulnerable people asking to use the toilet and being rejected without any compassion.

Another issue is the constant noise from their blender, which has been going on for months. Instead of fixing it, they simply tell customers “it’s a small store, that’s why it’s noisy.” That’s not an excuse — it just shows a lack of care.

And it’s not just a one-off problem. On more than one occasion, they’ve had people painting the stairs and walkway while customers were seated nearby, with paint droplets putting everyone at risk. That’s completely unprofessional in a place where people are supposed to relax.

It makes me feel that spending money here simply isn’t worth it if this is the image Costa wants to give of how they treat people — because one day, it could be me in that vulnerable position.

Meanwhile, competitors are innovating, welcoming, and offering better service — even giving water freely to anyone who walks in, regardless of whether they buy something. If Costa keeps ignoring these basics, it’s no surprise so many of their stores are closing",en,1755967788,5 months ago,L T
ChIJKfc-BLQPdkgRGJYqeBKt9KE,Costa Coffee,2,The food was fine but unfortunately the toilets were revolting. I visited at 5:30 on a Monday and according to the cleaning log they hadn't been cleaned since lunchtime then day before. That certainly looked and smelled about right.,en,1758565698,4 months ago,Dan Faber
ChIJKfc-BLQPdkgRGJYqeBKt9KE,Costa Coffee,5,"Nice environment.People can feel relax to stay here.The cappuccino and tea is delicious.But the staff won’t use the costa ceramic mugs to store coffee for eat here customer. The snack in break deal can only choose the croissant.
I visited here twice the overall experience is fine.",en,1677707566,2 years ago,Liu Chuxuan
ChIJi8fbcZkRdkgRNtHwIayLNdo,Costa Coffee,2,"Sandwich was lovely, well toasted, tasty, fresh. Ambience clean and the lady was lovely.
Coffee however was very very disappointing. Asked for extra hot, got luke warm. The taste was just not nice.",en,1755514617,5 months ago,mysterious d
ChIJi8fbcZkRdkgRNtHwIayLNdo,Costa Coffee,5,"I keep coming back here to have my morning coffee and get work done not just because of the clean and inclusive atmosphere but because the customer service is fantastic - it’s quick and staff are extremely friendly. They have a really good rapport with each other as well as the customers of different backgrounds. I’ve watched as they help the more elderly customers order, get seated and comfortable.",en,1754634954,6 months ago,Maryam A
ChIJi8fbcZkRdkgRNtHwIayLNdo,Costa Coffee,5,"I'm a very regular user of this branch of Costa, and have always found it to be particularly good. Coffee is great, staff and service are both efficient and exceptionally friendly. Often I come here,even if I'm not shopping at the Sainsburys where it's located. It's very nice that the majority of staff even remember my name(I try equally to remember all of theirs😃😃) Certainly a coffee shop I'd happily recommend, whether shopping at Sainsburys or not. Worth the extra bit of a drive for me to get there,plenty of parking too. Nice bright atmosphere and always exceptionally clean.",en,1755000114,6 months ago,Derek
ChIJi8fbcZkRdkgRNtHwIayLNdo,Costa Coffee,5,"I really love this place, the coffee is good,rhe surroundings very clean and the staff are really2x kind and friendly, all of the staff have a good customer service❤️",en,1755698954,5 months ago,cathei
ChIJi8fbcZkRdkgRNtHwIayLNdo,Costa Coffee,5,"It is located inside the big Sainsburys off Ladbroke Grove, to the right of the entrance.  There is a large seating area, and I was surprised by the panoramic windows with a view over the canal.  Service was excellent, with my coffee and muffin being brought to the table.",en,1728671762,a year ago,David W
ChIJAb7s19URdkgRIw-o_tJSrMU,Costa Coffee,5,Saturday afternoon was quite quiet in the hospital. I popped into the Costa coffee cafe. To grab a quick snack. All of the food and beverages looked very good and wholesome. The staff were very helpful and friendly. I was very impressed that the café was selling some hot snacks at discounted prices. So I couldn't resist a sausage bun. Which was heated to the right temperature without being too hot.,en,1714321391,a year ago,Xavier Swancelleste
ChIJAb7s19URdkgRIw-o_tJSrMU,Costa Coffee,1,For the second day running this store has no ice and therefore cannot sell any of their frappes or cooler drinks range. Surely someone is responsible knowing the weather is going to be warm to make sure the store gas plenty of ice as its expected their would be a demand for these cold drinks . Not good enough costa,en,1751367988,7 months ago,Caroline Wilson
ChIJAb7s19URdkgRIw-o_tJSrMU,Costa Coffee,5,"I visited the hospital for a health issue and after I was hungry.

I saw they had a Costa shop and I went there to rest, eat and drink because they had a sitting area too.

The sitting area was bright ,a lot of light was coming in, through  the windows.

The only thing I didn't like ,was that the tables weren't very clean but I understand it because it was very busy at that time.

They had many choices,and their drinks were very interesting(tiramisu,lavender,salted caramel,white chocolate).Next time I will definitely try one of those.

I had a  premium meal deal ,that was a falafel wrap and it was delicious. An iced coffee and chicken satay.

The prices are a bit expensive but I totally understand it ,because it's like that ,everywhere in central London nowadays.

Ashwina served me and she was nice, polite and helpful. Also she was quick and she paid attention to every customer ,she didn't ignore them or delay them.

Also I asked a guy that he was refilling the fridges about a wrap if it's spicy or not and he helped me choose between two options  that I had ,with his  answer.

Thank you for the experience.

I will definitely go back to Costa but hopefully not to the specific one because that means I will visit the hospital again for a health issue.",en,1748443827,8 months ago,Konstantina Lampropoulou
ChIJAb7s19URdkgRIw-o_tJSrMU,Costa Coffee,1,"Not a great Costa experience.

-Staff are impolite and moody.
-Observed them changing bins, picking dropped items from the floor, and then serving food without washing hands.
-Make wrong drinks, and then insist that is what you ordered!
-Drinks not in keeping with Costa taste.

Not much food options, and long waiting times, and don’t accept Costa points, either.

Th public probably go here as it’s conveniently located in the hospital.",en,1726504713,a year ago,Andy Kumar
ChIJAb7s19URdkgRIw-o_tJSrMU,Costa Coffee,5,Shocked to discover that a Hospital Costa cab be better in all areas than flagship high street stores. This was my 2nd Costa Coffee ☕ shop visit after months boycotting Costa. After nearly 30years of Costa Coffee loyalty. I was forced to go in here. Glad I was. Highly recommended. Basic Costa with a tiny WHS. Can't fault it.,en,1713161355,a year ago,Miranda O'Donoghue
ChIJH1EaFpsPdkgRUr9YjnElP2Q,Costa Coffee,5,"I went to this Costa branch on my way to Tesco to redeem my voucher to pick up a cup of tea.
Staff member Abdulrahman was polite and friendly and provided me with a nice cup of tea.",en,1752594604,6 months ago,Ali
ChIJH1EaFpsPdkgRUr9YjnElP2Q,Costa Coffee,3,The staff member was quite rude. We were her first customer and she was just rude because she didn't want to be at work that day. Perhaps you should think about hiring those that will appreciate their role more than this woman here.,en,1520339376,7 years ago,Namjin has V nice Suga Kookies for Jimin Jhopefully
ChIJH1EaFpsPdkgRUr9YjnElP2Q,Costa Coffee,4,"Very cosy and satisfying service.
Things to improve: volume of music is too loud, staff go for smoke breaks outside in downstairs floor, smell of cigarettes is unpleasant and they leave the door open so cold air enters for a good 10 mins which ruins the warm environment of the cafe.",en,1548255463,7 years ago,Gigi Smith
ChIJH1EaFpsPdkgRUr9YjnElP2Q,Costa Coffee,1,Usually don't write reviews but here goes. Really rude staff here. Been in there a few times and have left feeling bad about ordering a drink. Was also present when the police came in to ask a few questions about an incident which had occurred earlier in the day and they were so sarcy to them. It was really unprofessional. The Hammersmith Costa is a much more friendly experience.,en,1604422608,5 years ago,Chloe Hudson
ChIJH1EaFpsPdkgRUr9YjnElP2Q,Costa Coffee,3,Pretty crowded and did an decent salted-caramel-latte.,en,1563452564,6 years ago,Evie Snuggle
ChIJ_0QPqOsPdkgRFVgtIex1IaY,Costa Coffee,4,"The coffee bar next to the Hilton Hotel offers a variety of delicious sweet and savory snacks. My cappuccino was good but not perfect, unfortunately lacking in coffee art. Its location with direct access is convenient. Overall, it's not bad but has room for improvement.",en,1715716438,a year ago,Andre Kamps
ChIJ_0QPqOsPdkgRFVgtIex1IaY,Costa Coffee,1,"This must be voted the worst Costa coffee shop there is… guy could barley speak English, no food on display terrible coffee, the only good thing they have it’s the convenience of location… next time I’ll walk an extra few minutes for a different experience!",en,1759593056,4 months ago,Ethienne Papadopilous
ChIJ_0QPqOsPdkgRFVgtIex1IaY,Costa Coffee,3,"I recently visited and unfortunately, my experience was disappointing. The place was unorganized and not clean, which made it uncomfortable to stay. On a positive note, the coffee was good; I ordered a flat white, and it was enjoyable. However, the overall atmosphere needs significant improvement.",en,1723628924,a year ago,Abdelrahman Yahya Ayyat
ChIJ_0QPqOsPdkgRFVgtIex1IaY,Costa Coffee,3,"The Hilton hotel refuses to give free coffees through the costa app, be aware, no toilets available either.",en,1764508042,2 months ago,Sebastian M
ChIJ_0QPqOsPdkgRFVgtIex1IaY,Costa Coffee,3,"Nice convenient Costa, but there is no WiFi, only the Hilton's WiFi which you need a room number for.",en,1759468791,4 months ago,Emmanuel Ong
ChIJ9Qxj2MgadkgRDWxeUToUoew,Costa Coffee,5,"Magda is truly been so helpful and understanding! Helped me find an alternative vegetarian option for the breakfast deal, and also made my drink with an alternative milk after my morning brain forgot to ask for nondairy milk! Thank you for being so kind and patient!!☕️",en,1767523526,a month ago,Diana Badila
ChIJ9Qxj2MgadkgRDWxeUToUoew,Costa Coffee,2,"I recently visited the Costa Coffee on Melcombe Street and was disappointed to find there are no customer restrooms. This was inconvenient, as I had to leave the cafe and run to Marylebone Station to use their facilities. I believe it's important for businesses, especially those with 30 seats like this one, to inform customers about the lack of restrooms beforehand. Perhaps a sign at the entrance would be helpful.",en,1736704935,a year ago,Jerry Clooney
ChIJ9Qxj2MgadkgRDWxeUToUoew,Costa Coffee,3,"Staff was blatantly rude, waving the cup sizes in our faces and not listening. This blonde-haired woman would not be polite to us. The drinks were good and so was the food. Very unimpressed",en,1761300076,3 months ago,LUS D
ChIJ9Qxj2MgadkgRDWxeUToUoew,Costa Coffee,1,"I had a very disappointing experience at this café. One of the staff members raised their voice at my son, which is completely unacceptable. The overall attitude and service were unprofessional and unfriendly. I do not recommend this place at all.",en,1764868818,2 months ago,RAWAN
ChIJ9Qxj2MgadkgRDWxeUToUoew,Costa Coffee,5,"Had a tea and cake today at Costa (thanks to a little National Tea Day treat for members) ☕🍰 The girl at the counter was lovely, super friendly and service was quick ✨
Sat by the window looking out at the garden — such a chill vibe 🌿 Great spot to hang out with a book or just unwind for a bit 📖💆‍♀️",en,1745327391,9 months ago,Dolo Alcon
ChIJ0wKU3NIadkgRKwHhlzQtVsg,Costa Coffee,1,This cafe really isn’t trying. Almost all the seats are downstairs in a windowless basement. All ordering has to be on an impersonal screen and there are no customer toilets. Hard to see how this will survive surrounded by lovely chains such as Ole and Steen and Paul and a host of gorgeous independent cafes. If you want the level of  customer focus here you can get it for a fraction of the price at McDonalds which does very good coffee,en,1769598157,a week ago,Gwen Breckenridge
ChIJ0wKU3NIadkgRKwHhlzQtVsg,Costa Coffee,5,"Absolutely divine!
Smooth, rich, and perfectly balanced – this is hands down the best chocolate in Costa. Wonderful service too, making the whole experience a real treat! 🍫✨",en,1754664962,6 months ago,Patricia Silva
ChIJ0wKU3NIadkgRKwHhlzQtVsg,Costa Coffee,4,"We were craving for something sweet and appealed by the promotion sign of Costa Coffee on the street. The photo on the sign was the Ruby Chocolate & Light Dairy Swirl, which looked amazingly pretty in dreamy pink color.

We did get their Ruby Chocolate drink with less whipped cream to share with two of us as an afternoon dessert. It was really sweet but extremely satisfying. We could barely taste the flavor from ruby chocolate. We will suggest to ask the staff to give an extra straw since the paper straw was easily soaked and getting soft.",en,1636298985,4 years ago,Hsin Yi Wei
ChIJ0wKU3NIadkgRKwHhlzQtVsg,Costa Coffee,5,"I stopped by this Costa Coffee for the first time today and had a really nice experience. From the moment I walked in, the two young women working there greeted me with genuine smiles and such friendly energy. Their positive attitude instantly made me feel comfortable. Really great team and great service I’ll definitely be back.",en,1756339454,5 months ago,Phillip Sturt
ChIJ0wKU3NIadkgRKwHhlzQtVsg,Costa Coffee,5,"Really great Costa! Staff were super friendly and made my coffee just right. The place was clean, had a nice vibe, and plenty of seating. Perfect spot for a quick break — I’ll definitely be back!",en,1754502628,6 months ago,Eligijus Balčiūnas
ChIJMxnbLQAQdkgR62_8-VIhz4s,Costa Coffee,4,"Wonderful location of the Costa Coffee on Westbourne Grove in London. Friendly team and atmosphere, very clean, nice and tasty pastries and coffee selection. Busy with a lot of locals and connecting about local activities. My personal score is a 4.8.",en,1765109688,2 months ago,Dirk Ebener
ChIJMxnbLQAQdkgR62_8-VIhz4s,Costa Coffee,5,"The only gift I got on my birthday was this piece of cake that Costa gave me for free...🙏🏼🤍♥️🍰
Some gifts, even though they may seem small, can make you feel good for months.🥰🎂
Thank you very much Costa",en,1766493394,a month ago,ARIAN
ChIJMxnbLQAQdkgR62_8-VIhz4s,Costa Coffee,5,I have been going to this Costa regularly and Kate makes the whole experience even better. She is such pleasant soul and a genuinely kind person - always recommending the best cakes!! I want to thank her for being her. She makes a difference,en,1768645104,3 weeks ago,Mish Toth
ChIJMxnbLQAQdkgR62_8-VIhz4s,Costa Coffee,5,"Came here on a whim, I don’t usually go to Costa, but wanted to try the Iced Spanish Latte which was amazing - but more so, I was served by Aneta who was an angel. Very patient, kind and considerate. You can tell she’s a people’s person. Costa is lucky you have her, very rare to encounter people like that.",en,1768491072,3 weeks ago,H S
ChIJMxnbLQAQdkgR62_8-VIhz4s,Costa Coffee,2,"Really bad toilet state. Some unknown liquid all aver floor in splotches. Broken hand dryer,

No proper drinks price list visible. What they have are 3 LCD screens that show adverts for most of the time and then randomly show 1 page of the drinks menu which can take forever to show the page you want to see making the whole thing pointless.

Tables were clean.

No WiFi , which is really odd for a Costa not to have WiFi and mobile signal is very poor here in the shop (EE at least).

Unlike the shambles of the toilet , front of house is much better presented with a decent amount of seating too.",en,1737220441,a year ago,Darren Lindley
ChIJVVVVYa0adkgRuqaXOfAUAVo,Costa Coffee,5,"Great Americano and tart from the Costa inside Paddington Station. Easy to find this café, find the main shop area, take the moving stairs to the 3rd level, it's tucked away in the corner (directly above Barburrito mexican eatery)... On a side note: Good luck finding a table on a busy morning, always jam packed with the early morning commuters.",en,1764346696,2 months ago,B C
ChIJVVVVYa0adkgRuqaXOfAUAVo,Costa Coffee,4,"They have great location on the top level of The Lawn here.

Decent sandwiches, nothing spectacular but served it’s purpose. They feel fresh.

Good and quick service, helpful.",en,1764447579,2 months ago,Damian Lubanski
ChIJVVVVYa0adkgRuqaXOfAUAVo,Costa Coffee,5,Needed some food and coffee while waiting for my train. Was pleased to find Costa located up some escalators. Can’t complain about the quality. Price reasonable really. Could do with some more seating maybe but there are plenty of places to sit down in the station itself.,en,1763030805,2 months ago,Ian
ChIJVVVVYa0adkgRuqaXOfAUAVo,Costa Coffee,1,"The Indian female staff member provided terrible service. She didn't explain how to use the card slot when it didn't work. She was chatting with other staff members, ignoring customers and providing poor service. She should be more attentive to customers,",en,1766236543,a month ago,Janthipa Jariyasuthamkul
ChIJVVVVYa0adkgRuqaXOfAUAVo,Costa Coffee,5,"This is a nice location at Paddington station.  Order at the counter and the employees here are great.  So nice, funny, and helpful.  I enjoyed watching them interact with each other.  I love Costa coffee so when I see a location I stop.  Fresh hot latte and a croissant … life doesn’t get better than this.",en,1698843372,2 years ago,A.L. Harris
